,Gender,EthnicGroup,ParentEduc,LunchType,Numberof Siblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
10862,0,group D,some college,free/reduced,2,private,< 5,50,58,49
10863,1,group B,some high school,standard,4,school_bus,< 5,82,85,92
10864,1,group C,master's degree,standard,2,school_bus,5 - 10,86,92,88
10865,0,group B,some college,free/reduced,1,school_bus,5 - 10,66,77,69
10866,1,group D,some high school,free/reduced,0,private,5 - 10,26,37,34
10867,1,group C,bachelor's degree,free/reduced,1,school_bus,5 - 10,58,75,73
10868,1,group C,some high school,standard,4,private,5 - 10,33,40,41
10869,0,group A,some college,free/reduced,0,school_bus,< 5,68,68,62
10870,0,group D,some college,standard,1,school_bus,5 - 10,73,69,69
10871,0,group B,associate's degree,standard,6,school_bus,5 - 10,75,66,61
10872,1,group D,high school,standard,0,school_bus,5 - 10,84,92,84
10873,0,group D,master's degree,standard,0,private,5 - 10,89,71,80
10874,0,group E,associate's degree,standard,1,private,> 10,70,60,62
10875,0,group A,associate's degree,standard,2,private,5 - 10,70,68,71
10876,1,group B,bachelor's degree,standard,1,school_bus,> 10,70,82,88
10877,1,group E,some high school,standard,3,school_bus,< 5,77,76,76
10878,0,group C,associate's degree,standard,5,private,< 5,91,76,80
10879,0,group A,some college,free/reduced,5,school_bus,5 - 10,55,58,50
10880,1,group E,some high school,standard,3,school_bus,5 - 10,54,59,62
10881,1,group C,associate's degree,free/reduced,0,school_bus,< 5,83,94,91
10882,0,group C,some college,free/reduced,0,school_bus,5 - 10,62,63,59
10883,0,group D,high school,free/reduced,4,school_bus,5 - 10,70,67,70
10884,0,group B,some high school,standard,4,school_bus,< 5,68,69,69
10885,0,group D,some college,standard,5,private,> 10,87,78,73
10886,1,group E,some college,standard,0,school_bus,5 - 10,54,57,59
10887,0,group C,associate's degree,free/reduced,2,private,5 - 10,74,69,69
10888,1,group E,associate's degree,free/reduced,2,private,< 5,65,76,74
10889,0,group C,high school,free/reduced,2,school_bus,> 10,67,59,63
10890,1,group D,some high school,standard,3,private,5 - 10,48,54,62
10891,0,group B,bachelor's degree,standard,2,private,5 - 10,100,92,87
10892,1,group E,some high school,free/reduced,5,school_bus,5 - 10,81,87,82
10893,1,group A,associate's degree,standard,2,school_bus,5 - 10,71,79,79
10894,0,group B,bachelor's degree,standard,1,school_bus,5 - 10,80,73,70
10895,1,group E,some college,standard,1,school_bus,5 - 10,100,98,100
10896,1,group C,bachelor's degree,standard,3,school_bus,5 - 10,59,68,70
10897,0,group C,some high school,standard,3,private,5 - 10,74,79,75
10898,0,group B,some high school,standard,1,school_bus,> 10,71,66,63
10899,0,group B,some college,standard,1,private,< 5,74,58,57
10900,0,group B,associate's degree,free/reduced,1,school_bus,5 - 10,63,67,63
10901,1,group D,master's degree,free/reduced,7,school_bus,5 - 10,75,91,85
10902,1,group E,associate's degree,free/reduced,5,school_bus,< 5,76,88,82
10903,0,group A,high school,standard,1,private,< 5,47,44,37
10904,1,group B,some high school,free/reduced,1,private,5 - 10,45,53,50
10905,1,group C,some high school,standard,1,private,< 5,50,66,65
10906,1,group C,some high school,standard,1,private,< 5,32,42,44
10907,0,group E,high school,standard,2,school_bus,5 - 10,73,63,56
10908,1,group C,some college,standard,2,private,5 - 10,61,69,71
10909,0,group C,high school,standard,1,school_bus,5 - 10,66,56,53
10910,0,group C,associate's degree,standard,7,school_bus,5 - 10,69,64,66
10911,0,group D,bachelor's degree,standard,2,private,5 - 10,73,72,71
10912,0,group D,some high school,standard,1,school_bus,5 - 10,56,62,59
10913,0,group B,associate's degree,free/reduced,0,private,< 5,62,76,67
10914,1,group D,some high school,standard,0,school_bus,> 10,54,58,59
10915,1,group D,master's degree,free/reduced,5,private,5 - 10,77,91,84
10916,1,group C,associate's degree,standard,7,school_bus,5 - 10,73,65,75
10917,1,group C,associate's degree,standard,1,school_bus,< 5,55,77,69
10918,0,group E,high school,standard,2,school_bus,> 10,54,31,28
10919,1,group E,some high school,standard,3,private,5 - 10,93,96,86
10920,0,group D,bachelor's degree,standard,3,private,< 5,72,70,68
10921,0,group C,high school,free/reduced,1,private,> 10,33,26,29
10922,0,group D,high school,standard,2,school_bus,5 - 10,80,83,75
10923,1,group D,master's degree,free/reduced,2,private,< 5,72,81,84
10924,1,group B,some college,free/reduced,1,private,< 5,65,67,65
10925,0,group C,bachelor's degree,free/reduced,4,school_bus,5 - 10,75,74,63
10926,0,group D,high school,standard,0,private,< 5,84,85,84
10927,0,group D,some college,standard,2,school_bus,< 5,79,70,69
10928,0,group C,some college,standard,1,school_bus,> 10,98,90,85
10929,0,group D,high school,free/reduced,1,school_bus,5 - 10,42,41,38
10930,1,group B,bachelor's degree,standard,6,school_bus,5 - 10,68,71,72
10931,0,group C,high school,standard,1,private,< 5,69,78,70
10932,0,group C,some college,standard,3,school_bus,5 - 10,82,84,78
10933,0,group D,high school,free/reduced,2,school_bus,5 - 10,52,48,50
10934,1,group C,some high school,standard,2,school_bus,5 - 10,62,75,75
10935,1,group B,high school,standard,1,school_bus,< 5,62,75,72
10936,0,group B,associate's degree,free/reduced,5,private,5 - 10,69,77,68
10937,1,group E,some college,free/reduced,4,private,5 - 10,68,81,80
10938,0,group E,bachelor's degree,standard,0,private,5 - 10,100,100,96
10939,0,group E,some high school,free/reduced,1,school_bus,< 5,78,62,65
10940,0,group D,some college,standard,3,school_bus,5 - 10,67,65,64
10941,1,group C,some college,standard,2,school_bus,5 - 10,61,80,78
10942,1,group C,some college,free/reduced,0,school_bus,5 - 10,46,56,58
10943,1,group D,some high school,standard,1,school_bus,5 - 10,81,86,80
10944,0,group C,master's degree,standard,1,school_bus,5 - 10,66,62,56
10945,1,group E,associate's degree,standard,1,school_bus,< 5,80,87,91
10946,0,group E,high school,free/reduced,1,school_bus,5 - 10,93,71,69
10947,1,group B,some college,standard,4,private,5 - 10,60,66,69
10948,0,group E,some college,free/reduced,4,school_bus,< 5,81,74,78
10949,1,group D,high school,standard,0,school_bus,< 5,73,72,71
10950,1,group B,some college,free/reduced,0,school_bus,> 10,49,65,65
10951,0,group C,bachelor's degree,standard,0,school_bus,5 - 10,95,85,82
10952,0,group E,some college,standard,4,private,5 - 10,97,90,91
10953,0,group C,associate's degree,standard,0,private,5 - 10,81,72,74
10954,1,group C,associate's degree,free/reduced,2,private,> 10,66,77,75
10955,1,group D,bachelor's degree,standard,3,private,> 10,80,79,84
10956,0,group C,bachelor's degree,free/reduced,0,private,5 - 10,80,78,79
10957,0,group E,some college,free/reduced,1,school_bus,> 10,94,71,70
10958,1,group C,some college,standard,2,school_bus,5 - 10,60,64,68
10959,1,group E,high school,standard,1,private,5 - 10,82,93,94
10960,0,group B,some college,standard,3,school_bus,5 - 10,81,86,80
10961,1,group C,some high school,standard,2,private,> 10,68,75,77
10962,0,group C,some college,free/reduced,1,school_bus,> 10,47,48,46
10963,0,group C,master's degree,standard,4,school_bus,> 10,100,89,87
10964,1,group D,high school,standard,3,school_bus,> 10,90,98,99
10965,0,group B,associate's degree,free/reduced,1,school_bus,< 5,45,44,48
10966,0,group C,master's degree,standard,1,private,< 5,71,76,79
10967,1,group C,associate's degree,standard,0,school_bus,< 5,89,90,95
10968,1,group C,some high school,standard,1,school_bus,< 5,61,57,60
10969,1,group C,high school,free/reduced,1,school_bus,5 - 10,38,50,46
10970,1,group C,associate's degree,standard,4,private,< 5,57,65,64
10971,0,group A,some high school,standard,4,school_bus,> 10,57,59,55
10972,0,group C,high school,free/reduced,4,school_bus,> 10,67,65,64
10973,1,group C,some high school,free/reduced,1,private,5 - 10,41,63,57
10974,0,group D,high school,free/reduced,4,private,< 5,49,51,43
10975,0,group D,some college,free/reduced,1,private,5 - 10,64,55,61
10976,0,group D,master's degree,standard,2,school_bus,5 - 10,58,59,61
10977,1,group C,some college,standard,3,private,> 10,85,100,100
10978,0,group C,some high school,standard,2,private,< 5,54,52,53
10979,0,group A,associate's degree,standard,2,private,> 10,83,77,74
10980,0,group E,bachelor's degree,standard,4,school_bus,5 - 10,97,81,81
10981,0,group E,associate's degree,standard,3,school_bus,< 5,90,79,76
10982,0,group E,bachelor's degree,free/reduced,4,school_bus,< 5,47,37,38
10983,1,group B,some college,standard,0,private,5 - 10,48,62,64
10984,0,group B,master's degree,standard,3,private,5 - 10,61,68,69
10985,1,group D,high school,standard,2,school_bus,5 - 10,83,87,85
10986,1,group B,associate's degree,standard,2,school_bus,< 5,61,72,71
10987,1,group C,some college,standard,1,private,< 5,58,68,68
10988,0,group D,associate's degree,standard,3,school_bus,5 - 10,85,78,75
10989,1,group E,high school,free/reduced,1,school_bus,5 - 10,69,69,67
10990,0,group D,high school,free/reduced,1,private,< 5,73,67,68
10991,0,group C,some college,standard,3,school_bus,< 5,56,48,46
10992,1,group C,some college,standard,5,private,< 5,82,85,91
10993,1,group B,associate's degree,free/reduced,3,school_bus,< 5,55,53,63
10994,0,group B,some high school,free/reduced,1,private,5 - 10,59,59,57
10995,0,group D,associate's degree,free/reduced,0,private,5 - 10,57,53,59
10996,1,group A,some high school,standard,2,school_bus,< 5,50,69,67
10997,1,group B,bachelor's degree,standard,2,school_bus,< 5,68,93,89
10998,0,group A,associate's degree,standard,1,school_bus,< 5,57,55,53
10999,1,group C,high school,standard,2,school_bus,5 - 10,38,47,44
11000,0,group B,some high school,standard,2,school_bus,5 - 10,64,61,64
11001,1,group D,bachelor's degree,standard,2,private,5 - 10,94,100,98
11002,1,group C,master's degree,standard,1,school_bus,5 - 10,71,74,77
11003,0,group B,high school,free/reduced,2,private,> 10,55,45,48
11004,1,group C,associate's degree,standard,0,private,> 10,89,95,94
11005,0,group D,associate's degree,standard,1,school_bus,< 5,47,50,47
11006,0,group C,high school,standard,2,private,5 - 10,82,88,78
11007,0,group D,high school,free/reduced,3,school_bus,5 - 10,68,69,65
11008,1,group D,some college,standard,1,school_bus,< 5,67,74,79
11009,0,group E,high school,free/reduced,1,school_bus,< 5,74,64,64
11010,0,group E,master's degree,free/reduced,4,school_bus,5 - 10,82,65,73
11011,0,group C,some college,standard,1,school_bus,5 - 10,60,56,49
11012,1,group B,associate's degree,standard,2,private,< 5,79,95,95
11013,0,group D,bachelor's degree,standard,1,school_bus,5 - 10,71,63,66
11014,1,group B,some college,standard,3,school_bus,5 - 10,68,71,67
11015,1,group E,master's degree,free/reduced,3,school_bus,> 10,74,79,71
11016,0,group D,associate's degree,standard,4,private,< 5,63,59,58
11017,1,group E,master's degree,free/reduced,2,school_bus,< 5,58,63,65
11018,1,group D,some high school,standard,4,private,> 10,54,72,72
11019,1,group E,high school,free/reduced,3,school_bus,5 - 10,66,76,77
11020,1,group D,associate's degree,standard,0,private,5 - 10,86,93,99
11021,1,group C,some high school,standard,2,school_bus,5 - 10,65,72,69
11022,0,group B,high school,free/reduced,2,school_bus,> 10,72,59,61
11023,0,group E,some high school,free/reduced,1,school_bus,< 5,66,58,53
11024,0,group C,some college,standard,0,school_bus,5 - 10,88,87,80
11025,0,group C,some high school,standard,3,school_bus,< 5,57,54,44
11026,0,group C,some high school,free/reduced,0,school_bus,> 10,41,35,34
11027,0,group C,some high school,free/reduced,4,private,5 - 10,58,55,54
11028,0,group C,associate's degree,standard,3,school_bus,< 5,88,93,89
11029,0,group A,some high school,standard,2,school_bus,> 10,61,58,59
11030,1,group E,master's degree,free/reduced,4,school_bus,< 5,57,71,73
11031,0,group D,bachelor's degree,standard,4,private,> 10,85,82,81
11032,1,group C,master's degree,standard,6,private,5 - 10,71,65,64
11033,1,group D,high school,free/reduced,3,school_bus,< 5,45,72,72
11034,1,group D,some high school,free/reduced,1,school_bus,> 10,55,73,64
11035,0,group C,some college,standard,0,school_bus,> 10,54,46,38
11036,1,group E,associate's degree,standard,3,school_bus,5 - 10,82,96,86
11037,0,group D,some college,standard,1,school_bus,< 5,67,65,65
11038,1,group C,some college,standard,3,school_bus,< 5,49,55,58
11039,1,group A,associate's degree,standard,4,private,> 10,48,55,62
11040,1,group B,some high school,standard,2,school_bus,5 - 10,60,78,80
11041,1,group B,bachelor's degree,free/reduced,1,private,5 - 10,75,92,88
11042,1,group B,some high school,free/reduced,2,school_bus,< 5,54,59,65
11043,0,group D,high school,free/reduced,5,private,5 - 10,74,57,58
11044,1,group D,some high school,free/reduced,4,private,< 5,64,79,81
11045,0,group B,high school,standard,1,private,< 5,58,47,38
11046,1,group A,some high school,standard,0,school_bus,5 - 10,51,64,60
11047,0,group D,bachelor's degree,standard,2,school_bus,> 10,64,70,67
11048,1,group E,some college,standard,4,school_bus,5 - 10,70,74,77
11049,0,group C,associate's degree,standard,3,school_bus,5 - 10,98,92,94
11050,1,group C,associate's degree,standard,4,school_bus,> 10,79,91,92
11051,0,group C,bachelor's degree,standard,2,school_bus,< 5,73,64,66
11052,0,group A,some high school,standard,0,school_bus,> 10,82,79,72
11053,1,group C,associate's degree,standard,2,school_bus,< 5,68,83,80
11054,1,group B,bachelor's degree,standard,4,school_bus,< 5,59,60,63
11055,0,group C,some college,free/reduced,3,private,5 - 10,44,42,39
11056,1,group B,associate's degree,standard,3,private,< 5,57,68,76
11057,1,group E,some college,standard,3,school_bus,5 - 10,64,63,69
11058,0,group B,master's degree,free/reduced,1,school_bus,5 - 10,67,72,70
11059,0,group D,some college,standard,2,school_bus,< 5,70,68,67
11060,1,group D,some high school,free/reduced,2,private,5 - 10,54,60,57
11061,0,group C,high school,standard,5,school_bus,< 5,56,63,61
11062,1,group C,high school,standard,3,private,5 - 10,84,90,85
11063,1,group D,some high school,standard,4,school_bus,5 - 10,78,85,90
11064,1,group C,some high school,standard,1,private,< 5,69,69,74
11065,0,group D,associate's degree,free/reduced,3,private,5 - 10,69,68,67
11066,0,group B,some college,standard,0,school_bus,> 10,46,54,47
11067,1,group D,associate's degree,standard,4,private,5 - 10,55,72,72
11068,0,group B,some college,standard,4,school_bus,5 - 10,50,46,41
11069,0,group D,some high school,standard,2,private,< 5,68,64,67
11070,0,group A,some college,standard,1,school_bus,5 - 10,57,56,58
11071,1,group E,some high school,standard,1,private,5 - 10,79,78,78
11072,1,group C,high school,free/reduced,2,school_bus,5 - 10,45,56,55
11073,0,group E,some college,free/reduced,4,private,< 5,67,67,59
11074,1,group B,some high school,standard,2,school_bus,5 - 10,22,35,34
11075,1,group D,some high school,free/reduced,3,school_bus,5 - 10,44,52,51
11076,0,group D,associate's degree,standard,4,private,5 - 10,61,52,60
11077,1,group E,associate's degree,standard,3,private,5 - 10,48,55,54
11078,0,group C,some college,standard,0,private,< 5,54,51,51
11079,1,group D,some high school,free/reduced,2,school_bus,5 - 10,47,69,67
11080,1,group E,bachelor's degree,standard,4,school_bus,5 - 10,74,73,73
11081,1,group C,some college,standard,1,private,< 5,57,65,63
11082,0,group E,high school,standard,1,private,< 5,97,96,95
11083,0,group C,master's degree,standard,5,school_bus,< 5,78,70,64
11084,1,group D,some high school,free/reduced,4,private,< 5,32,43,45
11085,1,group B,high school,free/reduced,2,private,5 - 10,37,64,63
11086,1,group A,bachelor's degree,standard,3,school_bus,5 - 10,87,93,95
11087,1,group C,master's degree,free/reduced,1,school_bus,5 - 10,52,67,66
11088,0,group A,some college,standard,3,school_bus,5 - 10,71,72,72
11089,1,group A,some college,free/reduced,1,school_bus,< 5,44,60,60
11090,1,group D,some college,free/reduced,3,private,> 10,51,52,62
11091,1,group D,some high school,free/reduced,3,school_bus,5 - 10,41,50,47
11092,1,group C,some college,free/reduced,2,private,5 - 10,47,62,61
11093,1,group D,some high school,standard,0,private,> 10,57,51,56
